StudentId,exist-week-3-dir,exist-contacts-dir,directory-mismatch,exist-files,copy,make,test-add,test-find,test-remove,test-size,test-update
2020018159,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020090791,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), (""size.out: tests/size.cc:10: int main(): Assertion `contacts.size() == 0' failed.\nAborted\n"",))","(('pass',), ('',))"
2020031112,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020014975,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020008886,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('update.out: tests/update.cc:20: int main(): Assertion `contacts.students[i].name == ""name2""\' failed.\nAborted\n',))"
2020056480,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020063045,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('Segmentation fault\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020078768,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('Segmentation fault\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020049861,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020070837,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
