StudentId,exist-a,build-a,run-a,check-a,exist-b,build-b,run-b,check-b
2016056599,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020079234,"(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020079234/./week-2': 'repositories/2020079234/./week-2'"",))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020079234/./week-2': 'repositories/2020079234/./week-2'"",))","(('failed',), ('failed',))","(('failed',), ('failed',))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020079234/./week-2': 'repositories/2020079234/./week-2'"",))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020079234/./week-2': 'repositories/2020079234/./week-2'"",))","(('failed',), ('failed',))","(('failed',), ('failed',))"
2020087183,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020048868,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020091676,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020028604,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020022660,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('failed',), ('contacts.cc:22:16: error: expected expression\n        arr[i]={input_id,input_number,input_name};\n               ^\n1 error generated.\n',))","(('pass',), ('/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020022660/b.out: No such file or directory\n/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020022660/b.out: No such file or directory\n/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020022660/b.out: No such file or directory\n',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/b-1.out and /Users/jiun/workspace/ITE1015/temp/2020022660/b-1.out differ\nb-1.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/b-2.out and /Users/jiun/workspace/ITE1015/temp/2020022660/b-2.out differ\nb-2.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/b-3.out and /Users/jiun/workspace/ITE1015/temp/2020022660/b-3.out differ\nb-3.out wrong\n',))"
2020015232,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/a-2.out and /Users/jiun/workspace/ITE1015/temp/2020015232/a-2.out differ\na-2.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-3.out and /Users/jiun/workspace/ITE1015/temp/2020015232/a-3.out differ\na-3.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-4.out and /Users/jiun/workspace/ITE1015/temp/2020015232/a-4.out differ\na-4.out wrong\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020015050,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020061176,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020035114,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/b-1.out and /Users/jiun/workspace/ITE1015/temp/2020035114/b-1.out differ\nb-1.out wrong\n',))"
2016025796,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020061176,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020018159,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020090791,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020031112,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020014975,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020008886,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020056480,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020063045,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020078768,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020049861,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020070837,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
